profile,transaction_id,preferred_action,final_action,policy_override
Recovery Focused,txn_008138,retry,retry,False
Recovery Focused,txn_004099,retry,retry,False
Recovery Focused,txn_000593,reminder,reminder,False
Recovery Focused,txn_008709,retry,retry,False
Recovery Focused,txn_003124,retry,retry,False
Recovery Focused,txn_003048,retry,payment_link,True
Recovery Focused,txn_003888,retry,payment_link,True
Recovery Focused,txn_005736,payment_link,payment_link,False
Recovery Focused,txn_002185,retry,payment_link,True
Recovery Focused,txn_002146,reminder,reminder,False
Recovery Focused,txn_007048,payment_link,payment_link,False
Recovery Focused,txn_003106,retry,reminder,True
Recovery Focused,txn_009234,retry,payment_link,True
Recovery Focused,txn_009097,retry,payment_link,True
Recovery Focused,txn_002770,retry,payment_link,True
Recovery Focused,txn_005222,payment_link,reminder,True
Recovery Focused,txn_005834,retry,payment_link,True
Recovery Focused,txn_001733,retry,payment_link,True
Recovery Focused,txn_000266,retry,retry,False
Recovery Focused,txn_005145,retry,retry,False
Recovery Focused,txn_008268,retry,retry,False
Recovery Focused,txn_003938,retry,retry,False
Recovery Focused,txn_000762,retry,retry,False
Recovery Focused,txn_007221,retry,reminder,True
Recovery Focused,txn_008440,retry,retry,False
Recovery Focused,txn_003258,payment_link,payment_link,False
Recovery Focused,txn_004339,retry,retry,False
Recovery Focused,txn_004363,retry,payment_link,True
Recovery Focused,txn_000317,retry,retry,False
Recovery Focused,txn_008070,retry,retry,False
Recovery Focused,txn_001852,reminder,reminder,False
Recovery Focused,txn_002485,retry,retry,False
Recovery Focused,txn_009874,payment_link,payment_link,False
Recovery Focused,txn_009575,retry,retry,False
Recovery Focused,txn_001079,retry,payment_link,True
Recovery Focused,txn_008359,payment_link,payment_link,False
Recovery Focused,txn_007334,retry,payment_link,True
Recovery Focused,txn_001072,retry,retry,False
Recovery Focused,txn_000104,retry,retry,False
Recovery Focused,txn_005749,retry,retry,False
Recovery Focused,txn_001419,retry,retry,False
Recovery Focused,txn_001659,retry,reminder,True
Recovery Focused,txn_005285,retry,retry,False
Recovery Focused,txn_001150,retry,retry,False
Recovery Focused,txn_007151,reminder,reminder,False
Recovery Focused,txn_001569,retry,reminder,True
Recovery Focused,txn_001088,reminder,reminder,False
Recovery Focused,txn_006086,retry,reminder,True
Recovery Focused,txn_008675,reminder,reminder,False
Recovery Focused,txn_008342,retry,retry,False
Recovery Focused,txn_007812,retry,payment_link,True
Recovery Focused,txn_006085,retry,payment_link,True
Recovery Focused,txn_008774,retry,retry,False
Recovery Focused,txn_008758,retry,payment_link,True
Recovery Focused,txn_001693,reminder,reminder,False
Recovery Focused,txn_004735,payment_link,payment_link,False
Recovery Focused,txn_003388,retry,retry,False
Recovery Focused,txn_003647,retry,payment_link,True
Recovery Focused,txn_001684,payment_link,payment_link,False
Recovery Focused,txn_000009,retry,payment_link,True
Recovery Focused,txn_006063,reminder,reminder,False
Recovery Focused,txn_006517,retry,payment_link,True
Recovery Focused,txn_004124,retry,reminder,True
Recovery Focused,txn_008730,reminder,reminder,False
Recovery Focused,txn_006046,retry,payment_link,True
Recovery Focused,txn_000568,retry,retry,False
Recovery Focused,txn_009162,payment_link,payment_link,False
Recovery Focused,txn_001804,reminder,reminder,False
Recovery Focused,txn_008502,retry,payment_link,True
Recovery Focused,txn_004901,payment_link,payment_link,False
Recovery Focused,txn_001600,retry,payment_link,True
Recovery Focused,txn_007932,retry,retry,False
Recovery Focused,txn_009548,payment_link,payment_link,False
Recovery Focused,txn_002824,reminder,reminder,False
Recovery Focused,txn_005468,payment_link,reminder,True
Recovery Focused,txn_003530,retry,retry,False
Recovery Focused,txn_008684,reminder,reminder,False
Recovery Focused,txn_001156,payment_link,payment_link,False
Recovery Focused,txn_006548,retry,reminder,True
Recovery Focused,txn_009089,retry,payment_link,True
Recovery Focused,txn_007621,retry,payment_link,True
Recovery Focused,txn_008297,retry,retry,False
Recovery Focused,txn_004541,payment_link,payment_link,False
Recovery Focused,txn_009135,reminder,reminder,False
Recovery Focused,txn_006483,reminder,reminder,False
Recovery Focused,txn_005827,reminder,reminder,False
Recovery Focused,txn_001191,payment_link,payment_link,False
Recovery Focused,txn_007445,retry,retry,False
Recovery Focused,txn_008521,retry,payment_link,True
Recovery Focused,txn_000961,retry,payment_link,True
Recovery Focused,txn_007455,retry,payment_link,True
Recovery Focused,txn_000037,retry,retry,False
Recovery Focused,txn_007517,retry,retry,False
Recovery Focused,txn_007645,retry,retry,False
Recovery Focused,txn_004439,reminder,reminder,False
Recovery Focused,txn_006162,retry,payment_link,True
Recovery Focused,txn_007745,reminder,reminder,False
Recovery Focused,txn_009588,retry,retry,False
Recovery Focused,txn_008120,retry,retry,False
Recovery Focused,txn_006968,retry,payment_link,True
Recovery Focused,txn_005719,retry,payment_link,True
Recovery Focused,txn_000578,retry,reminder,True
Recovery Focused,txn_009834,payment_link,payment_link,False
Recovery Focused,txn_004103,retry,payment_link,True
Recovery Focused,txn_007647,retry,retry,False
Recovery Focused,txn_004152,retry,reminder,True
Recovery Focused,txn_003131,retry,payment_link,True
Recovery Focused,txn_004891,reminder,reminder,False
Recovery Focused,txn_009976,retry,payment_link,True
Recovery Focused,txn_007472,retry,retry,False
Recovery Focused,txn_001834,payment_link,payment_link,False
Recovery Focused,txn_009149,retry,payment_link,True
Recovery Focused,txn_004892,retry,retry,False
Recovery Focused,txn_002288,payment_link,reminder,True
Recovery Focused,txn_001331,payment_link,reminder,True
Recovery Focused,txn_002772,retry,payment_link,True
Recovery Focused,txn_003687,retry,payment_link,True
Recovery Focused,txn_008284,payment_link,payment_link,False
Recovery Focused,txn_005929,retry,payment_link,True
Recovery Focused,txn_000638,reminder,reminder,False
Recovery Focused,txn_000048,retry,retry,False
Recovery Focused,txn_002603,reminder,reminder,False
Recovery Focused,txn_001966,retry,payment_link,True
Recovery Focused,txn_002169,retry,reminder,True
Recovery Focused,txn_005050,retry,retry,False
Recovery Focused,txn_003335,retry,retry,False
Recovery Focused,txn_003020,reminder,reminder,False
Recovery Focused,txn_008765,retry,retry,False
Recovery Focused,txn_009177,retry,payment_link,True
Recovery Focused,txn_001361,retry,retry,False
Recovery Focused,txn_005799,retry,retry,False
Recovery Focused,txn_009401,retry,payment_link,True
Recovery Focused,txn_003252,reminder,reminder,False
Recovery Focused,txn_006301,retry,payment_link,True
Recovery Focused,txn_002252,payment_link,payment_link,False
Recovery Focused,txn_006028,reminder,reminder,False
Recovery Focused,txn_001176,payment_link,payment_link,False
Recovery Focused,txn_008800,retry,retry,False
Recovery Focused,txn_003280,payment_link,reminder,True
Recovery Focused,txn_002974,reminder,reminder,False
Recovery Focused,txn_003397,retry,retry,False
Recovery Focused,txn_006940,payment_link,payment_link,False
Recovery Focused,txn_000966,retry,payment_link,True
Recovery Focused,txn_008575,retry,payment_link,True
Recovery Focused,txn_000743,retry,payment_link,True
Recovery Focused,txn_007515,reminder,reminder,False
Recovery Focused,txn_003315,retry,payment_link,True
Recovery Focused,txn_004899,payment_link,payment_link,False
Recovery Focused,txn_009341,reminder,reminder,False
Recovery Focused,txn_004673,payment_link,reminder,True
Recovery Focused,txn_008619,reminder,reminder,False
Recovery Focused,txn_001218,retry,reminder,True
Recovery Focused,txn_004398,retry,payment_link,True
Recovery Focused,txn_006081,payment_link,reminder,True
Recovery Focused,txn_002615,retry,retry,False
Recovery Focused,txn_002621,retry,payment_link,True
Recovery Focused,txn_008715,retry,reminder,True
Recovery Focused,txn_007283,retry,retry,False
Recovery Focused,txn_003380,retry,retry,False
Recovery Focused,txn_007302,retry,retry,False
Recovery Focused,txn_009858,retry,payment_link,True
Recovery Focused,txn_005606,payment_link,payment_link,False
Recovery Focused,txn_009814,retry,payment_link,True
Recovery Focused,txn_005787,reminder,reminder,False
Recovery Focused,txn_008519,retry,retry,False
Recovery Focused,txn_006851,retry,payment_link,True
Recovery Focused,txn_001517,retry,retry,False
Recovery Focused,txn_005099,payment_link,payment_link,False
Recovery Focused,txn_007637,retry,payment_link,True
Recovery Focused,txn_009086,reminder,reminder,False
Recovery Focused,txn_008024,retry,retry,False
Recovery Focused,txn_002393,retry,retry,False
Recovery Focused,txn_000587,retry,payment_link,True
Recovery Focused,txn_003520,retry,payment_link,True
Recovery Focused,txn_007654,retry,retry,False
Recovery Focused,txn_008947,payment_link,reminder,True
Recovery Focused,txn_000851,retry,retry,False
Recovery Focused,txn_000336,retry,payment_link,True
Recovery Focused,txn_006635,retry,retry,False
Recovery Focused,txn_008973,payment_link,payment_link,False
Recovery Focused,txn_007494,reminder,reminder,False
Recovery Focused,txn_002869,retry,payment_link,True
Recovery Focused,txn_004873,retry,reminder,True
Recovery Focused,txn_003551,retry,retry,False
Recovery Focused,txn_003843,retry,reminder,True
Recovery Focused,txn_007263,payment_link,reminder,True
Recovery Focused,txn_005825,retry,retry,False
Recovery Focused,txn_000024,retry,retry,False
Recovery Focused,txn_001454,reminder,reminder,False
Recovery Focused,txn_001685,reminder,reminder,False
Recovery Focused,txn_002311,retry,payment_link,True
Recovery Focused,txn_009064,retry,retry,False
Recovery Focused,txn_009407,payment_link,reminder,True
Recovery Focused,txn_000382,retry,retry,False
Recovery Focused,txn_005815,retry,payment_link,True
Recovery Focused,txn_005551,payment_link,reminder,True
Recovery Focused,txn_009309,payment_link,payment_link,False
Recovery Focused,txn_001619,retry,retry,False
Recovery Focused,txn_000790,retry,payment_link,True
Recovery Focused,txn_005984,retry,payment_link,True
Recovery Focused,txn_008673,retry,retry,False
Recovery Focused,txn_004476,retry,retry,False
Recovery Focused,txn_005607,retry,retry,False
Recovery Focused,txn_009313,payment_link,payment_link,False
Recovery Focused,txn_005649,retry,payment_link,True
Recovery Focused,txn_006217,reminder,reminder,False
Recovery Focused,txn_002287,retry,payment_link,True
Recovery Focused,txn_009994,payment_link,payment_link,False
Recovery Focused,txn_007579,reminder,reminder,False
Recovery Focused,txn_001184,retry,reminder,True
Recovery Focused,txn_006002,retry,retry,False
Recovery Focused,txn_005091,payment_link,payment_link,False
Recovery Focused,txn_002517,retry,payment_link,True
Recovery Focused,txn_004123,retry,payment_link,True
Recovery Focused,txn_005522,retry,retry,False
Recovery Focused,txn_005628,reminder,reminder,False
Recovery Focused,txn_008361,reminder,reminder,False
Recovery Focused,txn_005873,reminder,reminder,False
Recovery Focused,txn_008613,retry,payment_link,True
Recovery Focused,txn_007728,reminder,reminder,False
Recovery Focused,txn_005969,retry,retry,False
Recovery Focused,txn_001181,retry,payment_link,True
Recovery Focused,txn_008763,retry,payment_link,True
Recovery Focused,txn_008236,payment_link,payment_link,False
Recovery Focused,txn_002819,retry,payment_link,True
Recovery Focused,txn_009965,payment_link,payment_link,False
Recovery Focused,txn_008704,payment_link,payment_link,False
Recovery Focused,txn_006609,payment_link,payment_link,False
Recovery Focused,txn_002821,retry,retry,False
Recovery Focused,txn_007536,retry,retry,False
Recovery Focused,txn_002261,reminder,reminder,False
Recovery Focused,txn_002240,reminder,reminder,False
Recovery Focused,txn_006022,payment_link,payment_link,False
Recovery Focused,txn_000783,payment_link,payment_link,False
Recovery Focused,txn_000933,retry,payment_link,True
Recovery Focused,txn_006203,retry,retry,False
Recovery Focused,txn_002413,payment_link,payment_link,False
Recovery Focused,txn_006998,retry,payment_link,True
Recovery Focused,txn_009116,payment_link,payment_link,False
Recovery Focused,txn_001157,retry,payment_link,True
Recovery Focused,txn_008108,retry,retry,False
Recovery Focused,txn_005806,payment_link,payment_link,False
Recovery Focused,txn_004880,reminder,reminder,False
Recovery Focused,txn_003310,payment_link,payment_link,False
Recovery Focused,txn_008962,retry,retry,False
Recovery Focused,txn_001703,retry,payment_link,True
Recovery Focused,txn_002493,retry,reminder,True
Recovery Focused,txn_003707,payment_link,payment_link,False
Recovery Focused,txn_008277,payment_link,payment_link,False
Recovery Focused,txn_000287,retry,payment_link,True
Recovery Focused,txn_001609,payment_link,payment_link,False
Recovery Focused,txn_006632,retry,payment_link,True
Recovery Focused,txn_008279,retry,reminder,True
Recovery Focused,txn_007316,retry,retry,False
Recovery Focused,txn_002253,retry,payment_link,True
Recovery Focused,txn_007416,payment_link,payment_link,False
Recovery Focused,txn_008366,payment_link,payment_link,False
Recovery Focused,txn_001892,retry,reminder,True
Recovery Focused,txn_005063,payment_link,reminder,True
Recovery Focused,txn_006121,payment_link,payment_link,False
Recovery Focused,txn_000564,retry,reminder,True
Recovery Focused,txn_000292,payment_link,payment_link,False
Recovery Focused,txn_004717,reminder,reminder,False
Recovery Focused,txn_007709,payment_link,payment_link,False
Recovery Focused,txn_006350,payment_link,payment_link,False
Recovery Focused,txn_000170,payment_link,payment_link,False
Recovery Focused,txn_000268,retry,retry,False
Recovery Focused,txn_004639,retry,retry,False
Recovery Focused,txn_007078,retry,payment_link,True
Recovery Focused,txn_003356,reminder,reminder,False
Recovery Focused,txn_008280,retry,retry,False
Recovery Focused,txn_000316,retry,reminder,True
Recovery Focused,txn_006729,retry,payment_link,True
Recovery Focused,txn_009496,payment_link,payment_link,False
Recovery Focused,txn_004068,reminder,reminder,False
Recovery Focused,txn_000246,payment_link,payment_link,False
Recovery Focused,txn_000253,retry,retry,False
Recovery Focused,txn_001112,payment_link,payment_link,False
Recovery Focused,txn_004802,retry,payment_link,True
Recovery Focused,txn_001714,retry,reminder,True
Recovery Focused,txn_000051,reminder,reminder,False
Recovery Focused,txn_001836,reminder,reminder,False
Recovery Focused,txn_007897,reminder,reminder,False
Recovery Focused,txn_003384,reminder,reminder,False
Recovery Focused,txn_006411,payment_link,payment_link,False
Recovery Focused,txn_004314,reminder,reminder,False
Recovery Focused,txn_000873,retry,retry,False
Recovery Focused,txn_001255,payment_link,payment_link,False
Recovery Focused,txn_008882,payment_link,payment_link,False
Recovery Focused,txn_005852,retry,retry,False
Recovery Focused,txn_005703,payment_link,payment_link,False
Recovery Focused,txn_008104,retry,payment_link,True
Recovery Focused,txn_002099,retry,retry,False
Recovery Focused,txn_005129,retry,payment_link,True
Recovery Focused,txn_000249,retry,retry,False
Recovery Focused,txn_006562,retry,payment_link,True
Recovery Focused,txn_001340,payment_link,payment_link,False
Recovery Focused,txn_007018,retry,payment_link,True
Recovery Focused,txn_002111,retry,retry,False
Recovery Focused,txn_001570,payment_link,payment_link,False
Recovery Focused,txn_001727,reminder,reminder,False
Recovery Focused,txn_008385,retry,retry,False
Recovery Focused,txn_006941,retry,retry,False
Recovery Focused,txn_004396,retry,retry,False
Recovery Focused,txn_002421,retry,reminder,True
Recovery Focused,txn_003046,retry,payment_link,True
Recovery Focused,txn_005504,retry,retry,False
Recovery Focused,txn_003704,payment_link,reminder,True
Recovery Focused,txn_008192,reminder,reminder,False
Recovery Focused,txn_005332,payment_link,payment_link,False
Recovery Focused,txn_009809,payment_link,payment_link,False
Recovery Focused,txn_000448,retry,retry,False
Recovery Focused,txn_007895,retry,payment_link,True
Recovery Focused,txn_008729,reminder,reminder,False
Recovery Focused,txn_007829,retry,retry,False
Recovery Focused,txn_001769,retry,payment_link,True
Recovery Focused,txn_006809,payment_link,reminder,True
Recovery Focused,txn_004705,reminder,reminder,False
Recovery Focused,txn_003870,payment_link,payment_link,False
Recovery Focused,txn_001656,reminder,reminder,False
Recovery Focused,txn_003188,payment_link,payment_link,False
Recovery Focused,txn_000684,payment_link,retry,True
Recovery Focused,txn_004171,retry,payment_link,True
Recovery Focused,txn_004478,reminder,reminder,False
Recovery Focused,txn_000462,retry,payment_link,True
Recovery Focused,txn_005765,reminder,reminder,False
Recovery Focused,txn_007523,payment_link,payment_link,False
Recovery Focused,txn_004503,reminder,reminder,False
Recovery Focused,txn_009710,reminder,reminder,False
Recovery Focused,txn_000319,retry,payment_link,True
Recovery Focused,txn_001146,retry,retry,False
Recovery Focused,txn_005095,retry,payment_link,True
Recovery Focused,txn_001394,retry,retry,False
Recovery Focused,txn_006624,retry,payment_link,True
Recovery Focused,txn_001502,retry,retry,False
Recovery Focused,txn_006409,retry,payment_link,True
Recovery Focused,txn_000377,reminder,reminder,False
Recovery Focused,txn_000411,retry,retry,False
Recovery Focused,txn_001661,payment_link,payment_link,False
Recovery Focused,txn_003152,retry,retry,False
Recovery Focused,txn_001624,retry,payment_link,True
Recovery Focused,txn_005610,retry,payment_link,True
Recovery Focused,txn_008533,payment_link,payment_link,False
Recovery Focused,txn_005803,payment_link,payment_link,False
Recovery Focused,txn_005307,reminder,reminder,False
Recovery Focused,txn_007087,retry,retry,False
Recovery Focused,txn_008898,retry,retry,False
Recovery Focused,txn_007489,payment_link,payment_link,False
Recovery Focused,txn_009616,retry,payment_link,True
Recovery Focused,txn_009218,retry,retry,False
Recovery Focused,txn_001673,retry,retry,False
Recovery Focused,txn_002359,retry,retry,False
Recovery Focused,txn_008468,reminder,reminder,False
Recovery Focused,txn_000275,retry,retry,False
Recovery Focused,txn_002474,reminder,reminder,False
Recovery Focused,txn_005490,payment_link,payment_link,False
Recovery Focused,txn_004772,payment_link,reminder,True
Recovery Focused,txn_002108,payment_link,reminder,True
Recovery Focused,txn_007501,retry,retry,False
Recovery Focused,txn_004415,retry,payment_link,True
Recovery Focused,txn_008139,retry,payment_link,True
Recovery Focused,txn_008661,retry,payment_link,True
Recovery Focused,txn_008240,retry,retry,False
Recovery Focused,txn_002418,retry,retry,False
Recovery Focused,txn_008772,payment_link,payment_link,False
Recovery Focused,txn_002237,retry,payment_link,True
Recovery Focused,txn_003768,reminder,reminder,False
Recovery Focused,txn_009792,reminder,reminder,False
Recovery Focused,txn_009990,payment_link,payment_link,False
Recovery Focused,txn_009966,payment_link,payment_link,False
Recovery Focused,txn_007324,retry,payment_link,True
Recovery Focused,txn_001384,retry,payment_link,True
Recovery Focused,txn_003102,reminder,reminder,False
Recovery Focused,txn_003922,reminder,reminder,False
Recovery Focused,txn_006686,retry,retry,False
Recovery Focused,txn_003195,retry,payment_link,True
Recovery Focused,txn_001942,retry,retry,False
Recovery Focused,txn_007714,reminder,reminder,False
Recovery Focused,txn_004897,retry,payment_link,True
Recovery Focused,txn_004783,payment_link,payment_link,False
Recovery Focused,txn_001497,reminder,reminder,False
Recovery Focused,txn_001958,retry,reminder,True
Recovery Focused,txn_009172,reminder,reminder,False
Recovery Focused,txn_009746,retry,reminder,True
Recovery Focused,txn_007333,retry,retry,False
Recovery Focused,txn_007950,reminder,reminder,False
Recovery Focused,txn_003018,payment_link,payment_link,False
Recovery Focused,txn_006747,retry,retry,False
Recovery Focused,txn_000514,reminder,reminder,False
Recovery Focused,txn_003935,reminder,reminder,False
Recovery Focused,txn_003026,retry,reminder,True
Recovery Focused,txn_001200,retry,retry,False
Recovery Focused,txn_005029,retry,payment_link,True
Recovery Focused,txn_009785,reminder,reminder,False
Recovery Focused,txn_000922,reminder,reminder,False
Recovery Focused,txn_004650,retry,payment_link,True
Recovery Focused,txn_005333,payment_link,reminder,True
Recovery Focused,txn_001077,retry,retry,False
Recovery Focused,txn_006769,reminder,reminder,False
Recovery Focused,txn_009411,retry,retry,False
Recovery Focused,txn_001672,payment_link,payment_link,False
Recovery Focused,txn_000475,payment_link,payment_link,False
Recovery Focused,txn_009187,payment_link,payment_link,False
Recovery Focused,txn_008840,retry,reminder,True
Recovery Focused,txn_005759,reminder,reminder,False
Recovery Focused,txn_006298,retry,retry,False
Recovery Focused,txn_002479,retry,retry,False
Recovery Focused,txn_005494,retry,retry,False
Recovery Focused,txn_003915,retry,retry,False
Recovery Focused,txn_002139,retry,payment_link,True
Recovery Focused,txn_005455,reminder,reminder,False
Recovery Focused,txn_005380,reminder,reminder,False
Recovery Focused,txn_008986,retry,payment_link,True
Recovery Focused,txn_004024,retry,payment_link,True
Recovery Focused,txn_003486,retry,payment_link,True
Recovery Focused,txn_002456,payment_link,payment_link,False
Recovery Focused,txn_002465,retry,reminder,True
Recovery Focused,txn_008697,retry,retry,False
Recovery Focused,txn_001370,payment_link,payment_link,False
Recovery Focused,txn_006689,retry,retry,False
Recovery Focused,txn_007457,retry,payment_link,True
Recovery Focused,txn_009975,payment_link,payment_link,False
Recovery Focused,txn_001902,retry,payment_link,True
Recovery Focused,txn_004872,payment_link,payment_link,False
Recovery Focused,txn_004711,retry,payment_link,True
Recovery Focused,txn_007887,payment_link,payment_link,False
Recovery Focused,txn_001794,reminder,reminder,False
Recovery Focused,txn_002875,reminder,reminder,False
Recovery Focused,txn_006218,payment_link,payment_link,False
Recovery Focused,txn_005214,retry,retry,False
Recovery Focused,txn_002246,retry,payment_link,True
Recovery Focused,txn_001742,retry,retry,False
Recovery Focused,txn_001021,payment_link,payment_link,False
Recovery Focused,txn_000706,payment_link,payment_link,False
Recovery Focused,txn_004295,reminder,reminder,False
Recovery Focused,txn_005577,retry,payment_link,True
Recovery Focused,txn_007167,payment_link,payment_link,False
Recovery Focused,txn_008178,retry,payment_link,True
Recovery Focused,txn_000909,retry,retry,False
Recovery Focused,txn_005194,reminder,reminder,False
Recovery Focused,txn_003078,reminder,reminder,False
Recovery Focused,txn_009367,retry,retry,False
Recovery Focused,txn_000595,retry,retry,False
Recovery Focused,txn_005305,payment_link,payment_link,False
Recovery Focused,txn_000441,retry,reminder,True
Recovery Focused,txn_007607,reminder,reminder,False
Recovery Focused,txn_004093,retry,retry,False
Recovery Focused,txn_006135,payment_link,payment_link,False
Recovery Focused,txn_000011,retry,retry,False
Recovery Focused,txn_003777,retry,payment_link,True
Recovery Focused,txn_009000,retry,retry,False
Recovery Focused,txn_003709,payment_link,reminder,True
Recovery Focused,txn_003781,payment_link,payment_link,False
Recovery Focused,txn_000094,reminder,reminder,False
Recovery Focused,txn_009240,reminder,reminder,False
Recovery Focused,txn_003950,retry,payment_link,True
Recovery Focused,txn_005786,retry,reminder,True
Recovery Focused,txn_004871,retry,retry,False
Recovery Focused,txn_004803,retry,payment_link,True
Recovery Focused,txn_004868,retry,retry,False
Recovery Focused,txn_000293,payment_link,payment_link,False
Recovery Focused,txn_007889,retry,payment_link,True
Recovery Focused,txn_007406,retry,reminder,True
Recovery Focused,txn_005596,payment_link,payment_link,False
Recovery Focused,txn_002887,reminder,reminder,False
Recovery Focused,txn_006455,payment_link,payment_link,False
Recovery Focused,txn_002543,retry,reminder,True
Recovery Focused,txn_001766,reminder,reminder,False
Recovery Focused,txn_006801,reminder,reminder,False
Recovery Focused,txn_001878,reminder,reminder,False
Recovery Focused,txn_001982,payment_link,payment_link,False
Recovery Focused,txn_009730,retry,retry,False
Recovery Focused,txn_009609,retry,retry,False
Recovery Focused,txn_002686,reminder,reminder,False
Recovery Focused,txn_008931,retry,retry,False
Recovery Focused,txn_003459,reminder,reminder,False
Recovery Focused,txn_004542,retry,payment_link,True
Recovery Focused,txn_002179,retry,payment_link,True
Recovery Focused,txn_004451,retry,reminder,True
Recovery Focused,txn_003860,payment_link,payment_link,False
Recovery Focused,txn_007624,retry,retry,False
Recovery Focused,txn_007655,reminder,reminder,False
Recovery Focused,txn_004520,reminder,reminder,False
Recovery Focused,txn_002518,retry,payment_link,True
Recovery Focused,txn_004837,retry,retry,False
Recovery Focused,txn_002886,retry,retry,False
Recovery Focused,txn_007282,retry,retry,False
Recovery Focused,txn_006256,retry,retry,False
Recovery Focused,txn_004540,retry,payment_link,True
Recovery Focused,txn_005640,retry,retry,False
Recovery Focused,txn_009460,retry,retry,False
Recovery Focused,txn_003482,reminder,reminder,False
Recovery Focused,txn_001278,reminder,reminder,False
Recovery Focused,txn_003147,payment_link,payment_link,False
Recovery Focused,txn_008263,payment_link,payment_link,False
Recovery Focused,txn_003206,reminder,reminder,False
Recovery Focused,txn_009893,retry,payment_link,True
Recovery Focused,txn_002743,retry,retry,False
Recovery Focused,txn_006077,retry,reminder,True
Recovery Focused,txn_004048,retry,payment_link,True
Recovery Focused,txn_005732,payment_link,payment_link,False
Recovery Focused,txn_002946,retry,payment_link,True
Recovery Focused,txn_005791,retry,retry,False
Recovery Focused,txn_006795,retry,retry,False
Recovery Focused,txn_006544,reminder,reminder,False
Recovery Focused,txn_000701,payment_link,payment_link,False
Recovery Focused,txn_003575,retry,payment_link,True
Recovery Focused,txn_007700,retry,retry,False
Recovery Focused,txn_002516,reminder,reminder,False
Recovery Focused,txn_003001,payment_link,payment_link,False
Recovery Focused,txn_005821,payment_link,payment_link,False
Recovery Focused,txn_008582,retry,retry,False
Recovery Focused,txn_003685,payment_link,payment_link,False
Recovery Focused,txn_002996,reminder,reminder,False
Recovery Focused,txn_004253,reminder,reminder,False
Recovery Focused,txn_003412,retry,retry,False
Recovery Focused,txn_007963,payment_link,payment_link,False
Recovery Focused,txn_006310,retry,retry,False
Recovery Focused,txn_008612,retry,payment_link,True
Recovery Focused,txn_005013,retry,reminder,True
Recovery Focused,txn_007751,retry,retry,False
Recovery Focused,txn_005980,retry,retry,False
Recovery Focused,txn_004049,payment_link,payment_link,False
Recovery Focused,txn_004900,reminder,reminder,False
Recovery Focused,txn_001319,retry,reminder,True
Recovery Focused,txn_009773,retry,retry,False
Recovery Focused,txn_009138,payment_link,payment_link,False
Recovery Focused,txn_007143,payment_link,payment_link,False
Recovery Focused,txn_001898,retry,payment_link,True
Recovery Focused,txn_007466,retry,retry,False
Recovery Focused,txn_000604,retry,retry,False
Recovery Focused,txn_002847,retry,retry,False
Recovery Focused,txn_008208,payment_link,payment_link,False
Recovery Focused,txn_000394,retry,retry,False
Recovery Focused,txn_004437,payment_link,payment_link,False
Recovery Focused,txn_009448,retry,reminder,True
Recovery Focused,txn_007235,retry,retry,False
Recovery Focused,txn_005399,retry,retry,False
Recovery Focused,txn_000096,retry,payment_link,True
Recovery Focused,txn_001663,reminder,reminder,False
Recovery Focused,txn_008971,retry,payment_link,True
Recovery Focused,txn_005131,payment_link,payment_link,False
Recovery Focused,txn_001489,retry,retry,False
Recovery Focused,txn_008317,retry,payment_link,True
Recovery Focused,txn_002708,reminder,reminder,False
Recovery Focused,txn_001596,payment_link,reminder,True
Recovery Focused,txn_009278,retry,retry,False
Recovery Focused,txn_002378,retry,payment_link,True
Recovery Focused,txn_005141,reminder,reminder,False
Recovery Focused,txn_006148,retry,retry,False
Recovery Focused,txn_008242,reminder,reminder,False
Recovery Focused,txn_003949,retry,payment_link,True
Recovery Focused,txn_003934,retry,payment_link,True
Recovery Focused,txn_004798,retry,retry,False
Recovery Focused,txn_004373,reminder,reminder,False
Recovery Focused,txn_009863,retry,retry,False
Recovery Focused,txn_008243,reminder,reminder,False
Recovery Focused,txn_003449,reminder,reminder,False
Recovery Focused,txn_002944,retry,payment_link,True
Recovery Focused,txn_002466,retry,payment_link,True
Recovery Focused,txn_008583,retry,retry,False
Recovery Focused,txn_005507,retry,retry,False
Recovery Focused,txn_002699,payment_link,payment_link,False
Recovery Focused,txn_002448,payment_link,payment_link,False
Recovery Focused,txn_000020,retry,reminder,True
Recovery Focused,txn_002749,retry,payment_link,True
Recovery Focused,txn_005400,retry,payment_link,True
Recovery Focused,txn_008079,payment_link,payment_link,False
Recovery Focused,txn_006872,retry,retry,False
Recovery Focused,txn_004709,retry,payment_link,True
Recovery Focused,txn_009477,reminder,reminder,False
Recovery Focused,txn_000810,retry,retry,False
Recovery Focused,txn_007478,payment_link,payment_link,False
Recovery Focused,txn_002274,payment_link,payment_link,False
Recovery Focused,txn_001924,retry,retry,False
Recovery Focused,txn_001471,retry,payment_link,True
Recovery Focused,txn_007935,payment_link,reminder,True
Recovery Focused,txn_007408,reminder,reminder,False
Recovery Focused,txn_002407,reminder,reminder,False
Recovery Focused,txn_001143,retry,payment_link,True
Recovery Focused,txn_001748,retry,payment_link,True
Recovery Focused,txn_005710,retry,retry,False
Recovery Focused,txn_004976,payment_link,payment_link,False
Recovery Focused,txn_007301,payment_link,payment_link,False
Recovery Focused,txn_008149,retry,payment_link,True
Recovery Focused,txn_002834,reminder,reminder,False
Recovery Focused,txn_003132,retry,payment_link,True
